Ma_Don_Vi,Ten_Don_Vi,SBD,Mon_Thi,Diem_Viet,Diem_Nghe,Diem_Doc,Diem_Noi,Tong_Diem,Giai,Lop,Truong
03,Bắc Giang,03.09.10,Tiếng Anh,3.10,4.20,5.30,1.2,13.800,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.11.03,Tiếng Pháp,2.40,3.25,6.05,1.6,13.300,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.11.05,Tiếng Pháp,2.10,2.75,6.90,1.25,13.000,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.01,Tiếng Trung,4.45,3.15,4.45,1.3,13.350,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.02,Tiếng Trung,5.45,3.60,5.30,1.25,15.600,Nhất,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.04,Tiếng Trung,4.40,2.55,4.50,1.2,12.650,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.05,Tiếng Trung,3.80,2.80,4.20,1.3,12.100,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.06,Tiếng Trung,5,3.45,5.05,1.3,14.800,Nhì,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.07,Tiếng Trung,4,3.55,5.40,1.5,14.450,Nhì,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.08,Tiếng Trung,3.50,2.90,4.90,1.1,12.400,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.12.10,Tiếng Trung,3.90,2.70,3.80,1.4,11.800,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.13.03,Tiếng Nhật,4.10,4.50,5.70,1.5,15.800,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.13.07,Tiếng Nhật,3.80,4.10,6.10,1.2,15.200,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.13.10,Tiếng Nhật,3.30,3.50,4.60,1.6,13.000,K.Khích,THPT Chuyên Bắc Giang
