Ma_Don_Vi,Ten_Don_Vi,SBD,Mon_Thi,Diem_Viet,Diem_Nghe,Diem_Doc,Diem_Noi,Tong_Diem,Giai,Lop,Truong
09,Bình Dương,09.08.01,Địa lí,,,,,14.750,Nhì,12,THPT chuyên Hùng Vương
09,Bình Dương,09.08.02,Địa lí,,,,,15.000,Nhì,12,THPT chuyên Hùng Vương
09,Bình Dương,09.08.04,Địa lí,,,,,13.000,K.Khích,11,THPT chuyên Hùng Vương
09,Bình Dương,09.08.06,Địa lí,,,,,12.500,K.Khích,11,THPT chuyên Hùng Vương
09,Bình Dương,09.08.10,Địa lí,,,,,14.500,Ba,12,THPT chuyên Hùng Vương
09,Bình Dương,09.09.03,Tiếng Anh,3.30,3.50,6.10,1.6,14.500,Ba,THPT chuyên Hùng Vương
09,Bình Dương,09.09.04,Tiếng Anh,3.70,2.60,6.30,1.4,14.000,Ba,THPT chuyên Hùng Vương
09,Bình Dương,09.09.06,Tiếng Anh,3.10,3.40,6.60,1.6,14.700,Ba,THPT chuyên Hùng Vương
09,Bình Dương,09.09.09,Tiếng Anh,3.50,3.80,5,1.3,13.600,K.Khích,THPT chuyên Hùng Vương
09,Bình Dương,09.09.10,Tiếng Anh,3.50,4.40,6.10,1.5,15.500,Nhì,THPT chuyên Hùng Vương
10,Bình Phước,10.01.08,Toán,,,,,17.000,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.01.05,Toán,,,,,19.000,Ba,12,THPT chuyên Bình Long
10,Bình Phước,10.01.06,Toán,,,,,23.000,Nhì,12,THPT chuyên Quang Trung
10,Bình Phước,10.01.03,Toán,,,,,17.500,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.01.09,Toán,,,,,16.000,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.02.05,Vật lí,,,,,17.000,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.02.08,Vật lí,,,,,26.250,Nhì,12,THPT chuyên Quang Trung
10,Bình Phước,10.02.06,Vật lí,,,,,22.500,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.02.03,Vật lí,,,,,23.500,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.02.07,Vật lí,,,,,17.500,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.02.09,Vật lí,,,,,20.250,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.03.05,Hoá học,,,,,22.500,Nhì,12,THPT chuyên Bình Long
10,Bình Phước,10.03.06,Hoá học,,,,,18.000,Ba,12,THPT chuyên Bình Long
10,Bình Phước,10.03.01,Hoá học,,,,,13.125,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.03.08,Hoá học,,,,,16.125,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.03.07,Hoá học,,,,,14.250,K.Khích,11,THPT chuyên Quang Trung
10,Bình Phước,10.03.10,Hoá học,,,,,23.375,Nhì,12,THPT chuyên Quang Trung
10,Bình Phước,10.03.04,Hoá học,,,,,16.875,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.04.05,Sinh học,,,,,24.250,Nhì,12,THPT chuyên Bình Long
10,Bình Phước,10.04.07,Sinh học,,,,,17.500,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.04.01,Sinh học,,,,,23.750,Nhì,11,THPT chuyên Quang Trung
10,Bình Phước,10.04.09,Sinh học,,,,,16.750,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.04.06,Sinh học,,,,,21.750,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.04.08,Sinh học,,,,,19.000,K.Khích,11,THPT chuyên Quang Trung
10,Bình Phước,10.04.02,Sinh học,,,,,16.500,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.05.09,Tin học,,,,,15.830,Nhì,11,THPT chuyên Bình Long
10,Bình Phước,10.05.01,Tin học,,,,,10.740,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.05.07,Tin học,,,,,12.960,Ba,12,THPT chuyên Bình Long
10,Bình Phước,10.05.08,Tin học,,,,,9.440,K.Khích,11,THPT chuyên Quang Trung
10,Bình Phước,10.05.04,Tin học,,,,,9.925,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.05.06,Tin học,,,,,13.535,Nhì,12,THPT chuyên Quang Trung
10,Bình Phước,10.06.10,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.06.06,Ngữ văn,,,,,13.000,Ba,12,THPT chuyên Bình Long
10,Bình Phước,10.06.08,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.06.09,Ngữ văn,,,,,12.250,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.06.04,Ngữ văn,,,,,12.250,K.Khích,12,THPT chuyên Quang Trung
10,Bình Phước,10.07.05,Lịch sử,,,,,15.500,Nhì,12,THPT chuyên Bình Long
10,Bình Phước,10.07.06,Lịch sử,,,,,14.750,Ba,11,THPT chuyên Bình Long
10,Bình Phước,10.07.08,Lịch sử,,,,,13.250,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.07.02,Lịch sử,,,,,16.500,Nhì,12,THPT chuyên Quang Trung
10,Bình Phước,10.07.10,Lịch sử,,,,,15.000,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.07.07,Lịch sử,,,,,14.250,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.07.04,Lịch sử,,,,,15.750,Nhì,11,THPT chuyên Quang Trung
10,Bình Phước,10.07.01,Lịch sử,,,,,14.250,Ba,11,THPT chuyên Quang Trung
10,Bình Phước,10.08.07,Địa lí,,,,,12.500,K.Khích,12,THPT chuyên Bình Long
10,Bình Phước,10.08.05,Địa lí,,,,,14.750,Nhì,12,THPT chuyên Bình Long
10,Bình Phước,10.08.06,Địa lí,,,,,13.000,K.Khích,11,THPT chuyên Bình Long
10,Bình Phước,10.08.02,Địa lí,,,,,16.000,Nhất,12,THPT chuyên Quang Trung
10,Bình Phước,10.08.01,Địa lí,,,,,13.500,Ba,12,THPT chuyên Quang Trung
10,Bình Phước,10.08.08,Địa lí,,,,,14.000,Ba,11,THPT chuyên Quang Trung
10,Bình Phước,10.08.04,Địa lí,,,,,13.500,Ba,11,THPT chuyên Quang Trung
10,Bình Phước,10.09.01,Tiếng Anh,3.40,2.90,5.60,1.5,13.400,K.Khích,THPT chuyên Bình Long
10,Bình Phước,10.09.02,Tiếng Anh,3.30,3.10,5.20,1.4,13.000,K.Khích,THPT chuyên Bình Long
10,Bình Phước,10.09.08,Tiếng Anh,3.10,3.70,5.60,1.5,13.900,Ba,THPT chuyên Quang Trung
10,Bình Phước,10.09.05,Tiếng Anh,4,2.40,5.50,1.4,13.300,K.Khích,THPT chuyên Quang Trung
10,Bình Phước,10.09.09,Tiếng Anh,3.20,3.20,5.60,1.5,13.500,K.Khích,THPT chuyên Quang Trung
01,An Giang,01.01.04,Toán,,,,,18.500,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.01.05,Toán,,,,,16.000,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.02.02,Vật lí,,,,,22.750,Ba,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.02.03,Vật lí,,,,,17.750,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.02.05,Vật lí,,,,,19.250,Ba,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.02.08,Vật lí,,,,,20.500,Ba,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.02.07,Vật lí,,,,,16.250,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.03.01,Hoá học,,,,,12.750,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.03.08,Hoá học,,,,,17.250,Ba,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.03.03,Hoá học,,,,,15.125,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.03.02,Hoá học,,,,,15.875,K.Khích,12,THPT Nguyễn Khuyến
01,An Giang,01.04.04,Sinh học,,,,,18.000,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.04.08,Sinh học,,,,,16.750,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.04.02,Sinh học,,,,,23.000,Nhì,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.05.03,Tin học,,,,,12.170,Ba,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.05.07,Tin học,,,,,12.585,Ba,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.05.08,Tin học,,,,,11.555,Ba,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.05.10,Tin học,,,,,10.735,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.05.09,Tin học,,,,,8.150,K.Khích,11,THPT Chuyên Thủ Khoa Nghĩa
01,An Giang,01.06.10,Ngữ văn,,,,,12.500,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.06.06,Ngữ văn,,,,,12.750,Ba,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.06.07,Ngữ văn,,,,,12.500,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.06.04,Ngữ văn,,,,,12.500,K.Khích,11,THPT Nguyễn Hữu Cảnh
01,An Giang,01.06.03,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Thủ Khoa Nghĩa
01,An Giang,01.07.06,Lịch sử,,,,,14.000,K.Khích,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.07.01,Lịch sử,,,,,14.250,Ba,12,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.07.03,Lịch sử,,,,,13.000,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.07.05,Lịch sử,,,,,13.500,K.Khích,12,THPT Chu Văn An
01,An Giang,01.07.09,Lịch sử,,,,,13.250,K.Khích,12,THPT Nguyễn Công Trứ
01,An Giang,01.08.04,Địa lí,,,,,13.000,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.08.06,Địa lí,,,,,13.250,K.Khích,11,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.08,Tiếng Anh,3.20,3.60,6,1.6,14.400,Ba,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.05,Tiếng Anh,3,3.20,6.10,1.3,13.600,K.Khích,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.09,Tiếng Anh,3.60,3.10,5.50,1.5,13.700,K.Khích,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.10,Tiếng Anh,3.10,3.30,5.10,1.7,13.200,K.Khích,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.06,Tiếng Anh,3.10,2.70,5.60,1.4,12.800,K.Khích,THPT Chuyên Thoại Ngọc Hầu
01,An Giang,01.09.04,Tiếng Anh,3.60,2.90,4.50,1.7,12.700,K.Khích,THPT Nguyễn Hữu Cảnh
02,Bà Rịa - Vũng Tàu,02.01.01,Toán,,,,,23.000,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.07,Toán,,,,,25.000,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.10,Toán,,,,,18.000,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.03,Toán,,,,,19.000,Ba,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.08,Toán,,,,,16.000,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.05,Toán,,,,,23.000,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.01.09,Toán,,,,,20.500,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.08,Vật lí,,,,,14.250,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.02,Vật lí,,,,,17.000,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.01,Vật lí,,,,,14.000,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.05,Vật lí,,,,,16.000,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.06,Vật lí,,,,,17.500,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.10,Vật lí,,,,,21.750,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.02.09,Vật lí,,,,,16.250,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.03.05,Hoá học,,,,,17.500,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.03.09,Hoá học,,,,,13.125,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.03.04,Hoá học,,,,,13.500,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.03.01,Hoá học,,,,,12.250,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.02,Sinh học,,,,,18.750,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.06,Sinh học,,,,,24.000,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.05,Sinh học,,,,,19.250,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.07,Sinh học,,,,,20.750,Ba,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.08,Sinh học,,,,,17.500,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.04.10,Sinh học,,,,,17.500,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.03,Tin học,,,,,10.410,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.06,Tin học,,,,,10.900,Ba,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.08,Tin học,,,,,14.060,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.10,Tin học,,,,,15.910,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.04,Tin học,,,,,13.570,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.07,Tin học,,,,,14.725,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.09,Tin học,,,,,8.945,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.01,Tin học,,,,,14.310,Nhì,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.05.05,Tin học,,,,,8.340,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.06.03,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.06.10,Ngữ văn,,,,,12.750,Ba,11,THPT Vũng Tàu
02,Bà Rịa - Vũng Tàu,02.06.04,Ngữ văn,,,,,12.250,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.06.06,Ngữ văn,,,,,13.500,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.01,Lịch sử,,,,,13.000,K.Khích,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.07,Lịch sử,,,,,13.750,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.08,Lịch sử,,,,,14.500,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.10,Lịch sử,,,,,13.000,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.03,Lịch sử,,,,,16.250,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.05,Lịch sử,,,,,14.000,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.06,Lịch sử,,,,,15.250,Nhì,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.07.02,Lịch sử,,,,,13.750,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.04,Địa lí,,,,,14.500,Ba,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.09,Địa lí,,,,,14.500,Ba,12,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.10,Địa lí,,,,,13.750,Ba,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.05,Địa lí,,,,,12.500,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.01,Địa lí,,,,,12.750,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.08.02,Địa lí,,,,,13.250,K.Khích,11,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.09.01,Tiếng Anh,3.30,2.60,5.60,1.5,13.000,K.Khích,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.09.08,Tiếng Anh,3.80,2.30,6.20,1.6,13.900,Ba,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.09.04,Tiếng Anh,3.60,4,5.30,1.6,14.500,Ba,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.09.09,Tiếng Anh,3.60,2.70,5.70,1.5,13.500,K.Khích,THPT Chuyên Lê Quý Đôn
02,Bà Rịa - Vũng Tàu,02.09.06,Tiếng Anh,3.30,3.40,5.50,1.4,13.600,K.Khích,THPT Chuyên Lê Quý Đôn
03,Bắc Giang,03.01.01,Toán,,,,,17.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.02,Toán,,,,,15.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.03,Toán,,,,,18.000,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.04,Toán,,,,,18.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.05,Toán,,,,,17.000,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.06,Toán,,,,,17.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.07,Toán,,,,,19.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.08,Toán,,,,,18.000,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.09,Toán,,,,,18.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.01.10,Toán,,,,,27.500,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.01,Vật lí,,,,,21.250,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.02,Vật lí,,,,,23.750,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.03,Vật lí,,,,,20.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.04,Vật lí,,,,,23.500,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.05,Vật lí,,,,,14.000,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.06,Vật lí,,,,,23.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.07,Vật lí,,,,,17.500,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.08,Vật lí,,,,,23.500,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.09,Vật lí,,,,,28.500,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.02.10,Vật lí,,,,,21.250,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.01,Hoá học,,,,,18.125,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.02,Hoá học,,,,,16.375,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.03,Hoá học,,,,,23.125,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.04,Hoá học,,,,,14.250,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.05,Hoá học,,,,,17.125,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.06,Hoá học,,,,,16.750,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.07,Hoá học,,,,,27.250,Nhì,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.08,Hoá học,,,,,21.750,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.09,Hoá học,,,,,17.250,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.03.10,Hoá học,,,,,13.625,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.01,Sinh học,,,,,20.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.02,Sinh học,,,,,17.250,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.03,Sinh học,,,,,27.250,Nhất,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.04,Sinh học,,,,,19.500,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.05,Sinh học,,,,,17.750,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.06,Sinh học,,,,,21.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.07,Sinh học,,,,,22.750,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.08,Sinh học,,,,,22.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.09,Sinh học,,,,,20.250,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.04.10,Sinh học,,,,,20.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.02,Tin học,,,,,8.400,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.03,Tin học,,,,,10.470,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.04,Tin học,,,,,12.505,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.05,Tin học,,,,,15.775,Nhì,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.06,Tin học,,,,,9.470,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.09,Tin học,,,,,11.045,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.05.10,Tin học,,,,,8.070,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.01,Ngữ văn,,,,,12.750,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.02,Ngữ văn,,,,,14.000,Nhì,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.03,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.05,Ngữ văn,,,,,12.500,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.06,Ngữ văn,,,,,13.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.07,Ngữ văn,,,,,13.250,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.08,Ngữ văn,,,,,12.750,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.09,Ngữ văn,,,,,13.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.06.10,Ngữ văn,,,,,13.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.01,Lịch sử,,,,,15.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.02,Lịch sử,,,,,15.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.03,Lịch sử,,,,,14.500,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.04,Lịch sử,,,,,15.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.05,Lịch sử,,,,,16.000,Nhì,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.06,Lịch sử,,,,,13.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.07,Lịch sử,,,,,14.000,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.08,Lịch sử,,,,,13.500,K.Khích,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.09,Lịch sử,,,,,13.250,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.07.10,Lịch sử,,,,,16.500,Nhì,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.01,Địa lí,,,,,13.500,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.02,Địa lí,,,,,13.000,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.03,Địa lí,,,,,12.250,K.Khích,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.04,Địa lí,,,,,14.000,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.05,Địa lí,,,,,16.000,Nhất,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.06,Địa lí,,,,,13.750,Ba,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.07,Địa lí,,,,,16.000,Nhất,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.08,Địa lí,,,,,16.000,Nhất,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.09,Địa lí,,,,,14.000,Ba,12,THPT Chuyên Bắc Giang
03,Bắc Giang,03.08.10,Địa lí,,,,,15.750,Nhì,11,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.01,Tiếng Anh,3.30,3.60,5.60,1.4,13.900,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.02,Tiếng Anh,3.60,3.10,5.40,1.5,13.600,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.03,Tiếng Anh,3.10,2.80,6,1.4,13.300,K.Khích,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.04,Tiếng Anh,3.30,3.80,5.70,1.7,14.500,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.05,Tiếng Anh,3.60,3.50,5.90,1.1,14.100,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.06,Tiếng Anh,3.40,3.60,6,1.5,14.500,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.07,Tiếng Anh,3.40,3.20,6,1.5,14.100,Ba,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.08,Tiếng Anh,3.60,3.40,6.40,1.6,15.000,Nhì,THPT Chuyên Bắc Giang
03,Bắc Giang,03.09.09,Tiếng Anh,3.20,3.60,6,1.6,14.400,Ba,THPT Chuyên Bắc Giang
